data,codigo,var_mensal,var_mensal_15
2013-11-01,1,0.56,0.84
2013-12-01,1,0.89,0.59
2014-01-01,1,0.84,0.96
2014-02-01,1,0.56,0.52
2014-03-01,1,1.92,1.11
2014-04-01,1,1.19,1.84
2014-05-01,1,0.58,0.88
2014-06-01,1,-0.11,0.21
2014-07-01,1,-0.15,-0.03
2014-08-01,1,-0.15,-0.32
2014-09-01,1,0.78,0.28
2014-10-01,1,0.46,0.69
2014-11-01,1,0.77,0.56
2014-12-01,1,1.08,0.94
2015-01-01,1,1.48,1.45
2015-02-01,1,0.81,0.85
2015-03-01,1,1.17,1.22
2015-04-01,1,0.97,1.04
2015-05-01,1,1.37,1.05
2015-06-01,1,0.63,1.21
2015-07-01,1,0.65,0.64
2015-08-01,1,-0.01,0.45
2015-09-01,1,0.24,-0.06
2015-10-01,1,0.77,0.62
2015-11-01,1,1.83,1.05
2015-12-01,1,1.5,2.02
2016-01-01,1,2.28,1.67
2016-02-01,1,1.06,1.92
2016-03-01,1,1.24,0.77
2016-04-01,1,1.09,1.35
2016-05-01,1,0.78,1.03
2016-06-01,1,0.71,0.35
2016-07-01,1,1.32,1.45
2016-08-01,1,0.3,0.78
2016-09-01,1,-0.29,-0.01
2016-10-01,1,-0.05,-0.25
2016-11-01,1,-0.2,-0.06
2016-12-01,1,0.08,-0.18
2017-01-01,1,0.35,0.28
2017-02-01,1,-0.45,-0.07
2017-03-01,1,0.34,-0.08
2017-04-01,1,0.58,0.31
2017-05-01,1,-0.35,0.42
2017-06-01,1,-0.5,-0.47
2017-07-01,1,-0.47,-0.55
2017-08-01,1,-1.07,-0.65
2017-09-01,1,-0.41,-0.94
2017-10-01,1,-0.05,-0.15
2017-11-01,1,-0.38,-0.25
2017-12-01,1,0.54,-0.02
2018-01-01,1,0.74,0.76
2018-02-01,1,-0.33,0.13
2018-03-01,1,0.07,-0.07
2018-04-01,1,0.09,0.15
2018-05-01,1,0.32,-0.05
2018-06-01,1,2.03,1.57
2018-07-01,1,-0.12,0.61
2018-08-01,1,-0.34,0.03
2018-09-01,1,0.1,-0.41
2018-10-01,1,0.59,0.44
2018-11-01,1,0.39,0.54
2018-12-01,1,0.44,0.35
2019-01-01,1,0.9,0.87
2019-02-01,1,0.78,0.64
2019-03-01,1,1.37,1.28
2019-04-01,1,0.63,0.92
2019-05-01,1,-0.56,
2019-06-01,1,-0.25,-0.64
2019-07-01,1,0.01,0.03
2019-08-01,1,-0.35,-0.17
2019-09-01,1,-0.43,-0.34
2019-10-01,1,0.05,-0.25
2019-11-01,1,0.72,0.06
2019-12-01,1,3.38,2.59
2020-01-01,1,0.39,1.83
2020-02-01,1,0.11,-0.1
2020-03-01,1,1.13,0.35
2020-04-01,1,1.79,2.46
2020-05-01,1,0.24,0.46
2020-06-01,1,0.38,0.47
2020-07-01,1,0.01,-0.13
2020-08-01,1,0.78,0.34
2020-09-01,1,2.28,1.48
2020-10-01,1,1.93,2.24
2020-11-01,1,2.54,2.16
2020-12-01,1,1.74,2
2021-01-01,1,1.02,1.53
2021-02-01,1,0.27,0.56
2021-03-01,1,0.13,0.12
2021-04-01,1,0.4,0.36
2021-05-01,1,0.44,0.48
2021-06-01,1,0.43,0.41
2021-07-01,1,0.6,0.49
2021-08-01,1,1.39,1.02
2021-09-01,1,1.02,1.27
2021-10-01,1,1.17,1.38
2021-11-01,1,-0.04,0.4
2021-12-01,1,0.84,0.35
2010-02-01,11,1.18,1.28
2010-03-01,11,2.06,1.52
2010-04-01,11,1.92,2.31
2010-05-01,11,-0.06,1.13
2010-06-01,11,-1.71,-1.06
2010-07-01,11,-1.3,-1.55
2010-08-01,11,-0.61,-1.23
2010-09-01,11,1.4,0.2
2010-10-01,11,2.4,2.18
2010-11-01,11,2.76,2.69
2010-12-01,11,1.03,1.96
2011-01-01,11,1.24,1.24
2011-02-01,11,-0.15,0.29
2011-03-01,11,0.67,0.24
2011-04-01,11,0.48,0.75
2011-05-01,11,0.47,0.67
2011-06-01,11,-0.62,-0.18
2011-07-01,11,-0.96,-1.01
2011-08-01,11,0.74,-0.15
2011-09-01,11,0.68,0.88
2011-10-01,11,0.36,0.44
2011-11-01,11,1.25,0.77
2011-12-01,11,1.15,1.29
2012-01-01,11,0.68,1.12
2012-02-01,11,-0.03,0.1
2012-03-01,11,0.21,0.22
2012-04-01,11,0.62,0.32
2012-05-01,11,0.83,0.79
2012-06-01,11,0.67,0.65
2012-07-01,11,0.79,0.88
2012-08-01,11,0.89,0.59
2012-09-01,11,1.7,1.41
2012-10-01,11,1.55,1.98
2012-11-01,11,0.52,0.59
2012-12-01,11,1.17,1.09
2013-01-01,11,2.49,1.66
2013-02-01,11,1.63,2.12
2013-03-01,11,1.36,1.57
2013-04-01,11,1.1,1.14
2013-05-01,11,0.05,0.47
2013-06-01,11,-0.36,-0.07
2013-07-01,11,-0.73,-0.68
2013-08-01,11,-0.34,-0.42
2013-09-01,11,-0.03,-0.28
2013-10-01,11,1.07,0.7
2013-11-01,11,0.41,0.83
2013-12-01,11,0.79,0.4
2014-01-01,11,0.9,1.01
2014-02-01,11,0.22,0.25
2014-03-01,11,2.43,1.13
2014-04-01,11,1.52,2.44
2014-05-01,11,0.41,0.97
2014-06-01,11,-0.6,-0.23
2014-07-01,11,-0.51,-0.37
2014-08-01,11,-0.61,-0.66
2014-09-01,11,0.76,0.05
2014-10-01,11,0.48,0.66
2014-11-01,11,0.97,0.65
2014-12-01,11,0.96,0.9
2015-01-01,11,1.74,1.73
2015-02-01,11,0.74,0.77
2015-03-01,11,1.17,1.22
2015-04-01,11,0.97,0.93
2015-05-01,11,1.61,1.2
2015-06-01,11,0.7,1.5
2015-07-01,11,0.59,0.5
2015-08-01,11,-0.32,0.28
2015-09-01,11,-0.05,-0.37
2015-10-01,11,0.68,0.39
2015-11-01,11,2.46,1.35
2015-12-01,11,1.96,2.52
2016-01-01,11,2.89,2.26
2016-02-01,11,1.28,2.37
2016-03-01,11,1.61,0.94
2016-04-01,11,1.14,1.68
2016-05-01,11,0.87,1.09
2016-06-01,11,0.71,0.2
2016-07-01,11,1.75,1.84
2016-08-01,11,0.36,1.02
2016-09-01,11,-0.6,-0.24
2016-10-01,11,-0.45,-0.57
2016-11-01,11,-0.47,-0.4
2016-12-01,11,-0.05,-0.45
2017-01-01,11,0.17,0.21
2017-02-01,11,-0.75,-0.41
2017-03-01,11,0.31,-0.23
2017-04-01,11,0.68,0.36
2017-05-01,11,-0.56,0.42
2017-06-01,11,-0.93,-0.83
2017-07-01,11,-0.81,-0.95
2017-08-01,11,-1.84,-1.17
2017-09-01,11,-0.74,-1.54
2017-10-01,11,-0.17,-0.34
2017-11-01,11,-0.72,-0.45
2017-12-01,11,0.42,-0.36
2018-01-01,11,1.12,0.97
2018-02-01,11,-0.61,0.13
2018-03-01,11,-0.18,-0.29
2018-04-01,11,0.27,-0.05
2018-05-01,11,0.36,0.09
2018-06-01,11,3.09,2.31
2018-07-01,11,-0.59,0.74
2018-08-01,11,-0.72,-0.43
2018-09-01,11,,-0.7
2018-10-01,11,0.91,0.52
2018-11-01,11,0.34,0.85
2018-12-01,11,0.5,0.22
2019-01-01,11,0.97,1.07
2019-02-01,11,1.24,0.68
2019-03-01,11,2.07,1.91
2019-04-01,11,0.62,1.43
2019-05-01,11,-0.89,-0.26
2019-06-01,11,-0.39,-0.82
2019-07-01,11,-0.06,
2019-08-01,11,-0.84,-0.45
2019-09-01,11,-0.7,-0.81
2019-10-01,11,-0.03,-0.38
2019-11-01,11,1.01,0.03
2019-12-01,11,4.69,3.62
2020-01-01,11,0.2,2.3
2020-02-01,11,0.06,-0.32
2020-03-01,11,1.4,0.49
2020-04-01,11,2.24,3.14
2020-05-01,11,0.33,0.6
2020-06-01,11,0.45,0.56
2020-07-01,11,0.14,-0.2
2020-08-01,11,1.15,0.61
2020-09-01,11,2.89,1.96
2020-10-01,11,2.57,2.95
2020-11-01,11,3.33,2.69
2020-12-01,11,2.12,2.57
2021-01-01,11,1.06,1.73
2021-02-01,11,0.28,0.56
2021-03-01,11,-0.17,-0.03
2021-04-01,11,0.47,0.19
2021-05-01,11,0.23,0.5
2021-06-01,11,0.33,0.15
2021-07-01,11,0.78,0.47
2021-08-01,11,1.63,1.29
2021-09-01,11,1.19,1.51
2021-10-01,11,1.32,1.54
2021-11-01,11,0.04,0.5
2021-12-01,11,0.79,0.46
2010-02-01,1101,3.13,3.77
2010-03-01,1101,1.78,1.05
2010-04-01,1101,8.4,5.49
2010-05-01,1101,4.24,7.85
2010-06-01,1101,0.16,2.26
2010-07-01,1101,-0.92,-0.66
2010-08-01,1101,-3.85,-2.09
2010-09-01,1101,0.61,-4.06
2010-10-01,1101,8.97,7.14
2010-11-01,1101,-2.32,3.81
2010-12-01,1101,-4.98,-4.37
2011-01-01,1101,-4.94,-5.4
2011-02-01,1101,-3.96,-4.45
2011-03-01,1101,-0.61,-2.87
2011-04-01,1101,1.04,0.2
2011-05-01,1101,-0.68,0.96
2011-06-01,1101,-1.66,-1.58
2011-07-01,1101,-0.66,-1.26
2011-08-01,1101,1.13,0.38
2011-09-01,1101,2.69,1.77
2011-10-01,1101,-0.13,1.42
2011-11-01,1101,0.09,-0.04
2011-12-01,1101,2.64,1.04
2012-01-01,1101,5.44,3.97
2012-02-01,1101,4.41,6.98
2012-03-01,1101,0.69,1.35
2012-04-01,1101,4.57,2.36
2012-05-01,1101,5.25,6.29
2012-06-01,1101,-0.2,2.15
2012-07-01,1101,-1.39,-0.99
2012-08-01,1101,-2.18,-2.24
2012-09-01,1101,4.04,0.04
2012-10-01,1101,6.42,7.95
2012-11-01,1101,1.91,3.55
2012-12-01,1101,1.81,1.39
2013-01-01,1101,1.61,2.08
2013-02-01,1101,1.94,0.92
2013-03-01,1101,1.86,2.93
2013-04-01,1101,1.71,1.18
2013-05-01,1101,2.21,2.26
2013-06-01,1101,-0.37,0.72
2013-07-01,1101,-1.29,-1.01
2013-08-01,1101,-2.89,-1.84
2013-09-01,1101,-4.61,-4.19
2013-10-01,1101,-2.7,-3.53
2013-11-01,1101,-2.64,-2.17
2013-12-01,1101,-0.97,-2.39
2014-01-01,1101,-0.36,-0.17
2014-02-01,1101,-0.34,-0.47
2014-03-01,1101,2.5,0.37
2014-04-01,1101,1.99,3.33
2014-05-01,1101,1.44,1.45
2014-06-01,1101,-1.32,0.25
2014-07-01,1101,-1.75,-1.74
2014-08-01,1101,-2.11,-1.88
2014-09-01,1101,-0.83,-1.56
2014-10-01,1101,0.91,0.22
2014-11-01,1101,-0.51,0.47
2014-12-01,1101,4.21,0.77
2015-01-01,1101,4.55,6.04
2015-02-01,1101,2.6,2.88
2015-03-01,1101,1.36,2.28
2015-04-01,1101,-0.79,0.29
2015-05-01,1101,-0.97,-1.45
2015-06-01,1101,-0.66,-0.63
2015-07-01,1101,,-0.17
2015-08-01,1101,-1.3,-0.98
2015-09-01,1101,-0.04,-0.87
2015-10-01,1101,2.48,1.5
2015-11-01,1101,2.85,2.51
2015-12-01,1101,3.07,2.78
2016-01-01,1101,3.14,3.47
2016-02-01,1101,3.31,3
2016-03-01,1101,2.11,2.34
2016-04-01,1101,1.35,1.91
2016-05-01,1101,2.5,1.28
2016-06-01,1101,14.59,5.64
2016-07-01,1101,17.51,23.1
2016-08-01,1101,-0.01,6
2016-09-01,1101,-1.5,-1.42
2016-10-01,1101,-3,-1.83
2016-11-01,1101,-6.01,-4.26
2016-12-01,1101,-4.01,-5.61
2017-01-01,1101,-3.94,-3.81
2017-02-01,1101,-4.52,-4.67
2017-03-01,1101,-2.82,-3.22
2017-04-01,1101,-2.1,-2.58
2017-05-01,1101,-1.1,-2.23
2017-06-01,1101,4.74,2.8
2017-07-01,1101,-2.16,2.45
2017-08-01,1101,-5.42,-5.46
2017-09-01,1101,-3.55,-4.32
2017-10-01,1101,-2.41,-2.72
2017-11-01,1101,-2.71,-2.66
2017-12-01,1101,-1.49,-1.69
2018-01-01,1101,-0.99,-1.18
2018-02-01,1101,-1.37,-1.49
2018-03-01,1101,-1.65,-1.48
2018-04-01,1101,-0.83,-1.61
2018-05-01,1101,-0.36,-0.41
2018-06-01,1101,2.66,1.12
2018-07-01,1101,0.81,2.32
2018-08-01,1101,1.34,0.77
2018-09-01,1101,1.73,1.21
2018-10-01,1101,0.76,1.63
2018-11-01,1101,0.1,0.42
2018-12-01,1101,1.32,0.34
2019-01-01,1101,4.39,2.47
2019-02-01,1101,12.6,8.09
2019-03-01,1101,5.19,12.08
2019-04-01,1101,-3.36,-0.56
2019-05-01,1101,-4.97,-4.26
2019-06-01,1101,-4.49,-5.01
2019-07-01,1101,-2,-3.6
2019-08-01,1101,-0.32,-0.67
2019-09-01,1101,-0.63,-0.51
2019-10-01,1101,-0.2,-0.49
2019-11-01,1101,1.65,0.17
2019-12-01,1101,5.73,4.63
2020-01-01,1101,0.75,3.07
2020-02-01,1101,0.22,-0.05
2020-03-01,1101,1.19,0.54
2020-04-01,1101,6.95,3.59
2020-05-01,1101,3.7,5.35
2020-06-01,1101,3.54,3.76
2020-07-01,1101,0.4,1.86
2020-08-01,1101,0.91,0.28
2020-09-01,1101,12.93,6.11
2020-10-01,1101,9.92,13.66
2020-11-01,1101,4.93,6.2
2020-12-01,1101,3.61,4.02
2021-01-01,1101,0.64,2.52
2021-02-01,1101,-1.29,-0.75
2021-03-01,1101,-1.42,-1.2
2021-04-01,1101,0.11,-0.59
2021-05-01,1101,-0.92,-0.23
2021-06-01,1101,-0.73,-1.38
2021-07-01,1101,-1.94,-0.75
2021-08-01,1101,-1.75,-2.16
2021-09-01,1101,-0.88,-0.53
2021-10-01,1101,-1.38,-1.31
2021-11-01,1101,-3.18,-2.24
2021-12-01,1101,-1.71,-2.28
2010-02-01,1101002,4.45,5.22
2010-03-01,1101002,-0.47,1.71
2010-04-01,1101002,-1.27,-1.06
2010-05-01,1101002,-0.15,-1.01
2010-06-01,1101002,-0.68,0.18
2010-07-01,1101002,-1.05,-1.23
2010-08-01,1101002,-1.01,-1.25
2010-09-01,1101002,0.32,-0.17
2010-10-01,1101002,-1.14,-0.15
2010-11-01,1101002,-1.22,-1.38
2010-12-01,1101002,0.21,-0.56
2011-01-01,1101002,-0.76,0.04
2011-02-01,1101002,-1.58,-1.38
2011-03-01,1101002,-0.9,-1.27
2011-04-01,1101002,-2.13,-1.5
2011-05-01,1101002,-1.68,-1.8
2011-06-01,1101002,-1.8,-2.02
2011-07-01,1101002,-1.19,-1.29
2011-08-01,1101002,1.82,0.34
2011-09-01,1101002,1.97,1.74
2011-10-01,1101002,0.25,1.17
2011-11-01,1101002,0.48,0.36
2011-12-01,1101002,0.43,0.62
2012-01-01,1101002,1.32,1.06
2012-02-01,1101002,1.02,0.86
2012-03-01,1101002,0.5,0.92
2012-04-01,1101002,0.44,0.19
2012-05-01,1101002,2.11,1.66
2012-06-01,1101002,1.01,2.02
2012-07-01,1101002,0.67,0.33
2012-08-01,1101002,1.76,0.91
2012-09-01,1101002,8.21,3.97
2012-10-01,1101002,9.88,11.91
2012-11-01,1101002,4.05,6.63
2012-12-01,1101002,1.19,2.03
2013-01-01,1101002,-0.05,0.52
2013-02-01,1101002,-0.57,-0.57
2013-03-01,1101002,-1.68,-1.16
2013-04-01,1101002,-1.87,-1.47
2013-05-01,1101002,-1.23,-1.78
2013-06-01,1101002,0.67,-0.32
2013-07-01,1101002,-0.01,0.06
2013-08-01,1101002,-0.12,-0.02
2013-09-01,1101002,0.26,0.29
2013-10-01,1101002,-0.16,-0.12
2013-11-01,1101002,-1.04,-0.53
2013-12-01,1101002,0.86,-0.42
2014-01-01,1101002,1.12,1.49
2014-02-01,1101002,0.94,1.02
2014-03-01,1101002,0.22,0.13
2014-04-01,1101002,0.29,0.47
2014-05-01,1101002,1.57,0.84
2014-06-01,1101002,1.23,1.59
2014-07-01,1101002,0.45,1.02
2014-08-01,1101002,-1.07,-0.42
2014-09-01,1101002,0.68,-0.6
2014-10-01,1101002,1.15,1.35
2014-11-01,1101002,-0.06,0.67
2014-12-01,1101002,1.81,0.84
2015-01-01,1101002,0.57,1.1
2015-02-01,1101002,0.38,0.32
2015-03-01,1101002,0.44,0.93
2015-04-01,1101002,-0.82,-0.45
2015-05-01,1101002,0.37,-0.42
2015-06-01,1101002,0.06,0.44
2015-07-01,1101002,-0.29,-0.06
2015-08-01,1101002,-0.26,-0.46
2015-09-01,1101002,0.37,-0.41
2015-10-01,1101002,3.77,2.15
2015-11-01,1101002,3.13,4.1
2015-12-01,1101002,1.64,1.96
2016-01-01,1101002,1.37,1.67
2016-02-01,1101002,0.8,0.78
2016-03-01,1101002,0.96,0.7
2016-04-01,1101002,0.34,0.89
2016-05-01,1101002,0.54,-0.08
2016-06-01,1101002,2,1.15
2016-07-01,1101002,4.68,3.36
2016-08-01,1101002,2.92,4.67
2016-09-01,1101002,1.13,1.64
2016-10-01,1101002,0.39,0.91
2016-11-01,1101002,-0.15,0.25
2016-12-01,1101002,0.21,-0.23
2017-01-01,1101002,-0.12,0.09
2017-02-01,1101002,-0.6,-0.39
2017-03-01,1101002,-1.13,-0.32
2017-04-01,1101002,-1.69,-1.89
2017-05-01,1101002,-1.98,-1.53
2017-06-01,1101002,-0.92,-1.7
2017-07-01,1101002,-1.52,-0.61
2017-08-01,1101002,-0.95,-1.9
2017-09-01,1101002,-0.39,-0.69
2017-10-01,1101002,-1.14,-0.7
2017-11-01,1101002,-0.95,-0.73
2017-12-01,1101002,-0.03,-0.45
2018-01-01,1101002,-0.23,0.05
2018-02-01,1101002,-1.02,-1
2018-03-01,1101002,-1.2,-1.11
2018-04-01,1101002,-1.11,-1.43
2018-05-01,1101002,-1.08,-1.35
2018-06-01,1101002,3.02,1.2
2018-07-01,1101002,2.02,3.15
2018-08-01,1101002,2.51,2.11
2018-09-01,1101002,2.16,2.37
2018-10-01,1101002,1.09,1.74
2018-11-01,1101002,0.35,0.94
2018-12-01,1101002,-1.19,-0.84
2019-01-01,1101002,0.19,-0.33
2019-02-01,1101002,-1.23,-0.19
2019-03-01,1101002,-0.41,-1.62
2019-04-01,1101002,-0.16,0.09
2019-05-01,1101002,-0.4,-0.42
2019-06-01,1101002,0.5,0.55
2019-07-01,1101002,0.48,0.13
2019-08-01,1101002,0.67,0.99
2019-09-01,1101002,0.63,0.39
2019-10-01,1101002,0.05,0.82
2019-11-01,1101002,0.69,0.17
2019-12-01,1101002,0.17,0.23
2020-01-01,1101002,1.31,0.72
2020-02-01,1101002,1,1.02
2020-03-01,1101002,1.6,1.28
2020-04-01,1101002,3.88,3.28
2020-05-01,1101002,2.01,2.59
2020-06-01,1101002,2.74,1.72
2020-07-01,1101002,2.2,2.58
2020-08-01,1101002,3.08,2.22
2020-09-01,1101002,17.98,9.96
2020-10-01,1101002,13.36,18.48
2020-11-01,1101002,6.28,8.29
2020-12-01,1101002,3.84,4.96
2021-01-01,1101002,0.24,2
2021-02-01,1101002,-1.52,-0.96
2021-03-01,1101002,-2.13,-1.65
2021-04-01,1101002,-0.5,-1.44
2021-05-01,1101002,-1.14,-0.26
2021-06-01,1101002,-1.06,-1.91
2021-07-01,1101002,-2.35,-1.14
2021-08-01,1101002,-2.09,-2.39
2021-09-01,1101002,-0.97,-1.03
2021-10-01,1101002,-1.42,-1.06
2021-11-01,1101002,-3.58,-2.48
2021-12-01,1101002,-1.77,-2.46
2010-02-01,1101051,0.8,2
2010-03-01,1101051,6.41,-0.22
2010-04-01,1101051,10.43,6.9
2010-05-01,1101051,8.28,14.36
2010-06-01,1101051,1.61,2.71
2010-07-01,1101051,4.71,5.39
2010-08-01,1101051,-5.65,0.58
2010-09-01,1101051,3.19,-8.61
2010-10-01,1101051,12.1,12.47
2010-11-01,1101051,-1.21,6.27
2010-12-01,1101051,-5.83,-4.34
2011-01-01,1101051,-4.78,-5.57
2011-02-01,1101051,,-3.38
2011-03-01,1101051,0.59,0.36
2011-04-01,1101051,4.54,1.94
2011-05-01,1101051,-1.1,3.11
2011-06-01,1101051,-1.68,-0.61
2011-07-01,1101051,4.83,-0.5
2011-08-01,1101051,-1.88,2.99
2011-09-01,1101051,-0.77,-1.44
2011-10-01,1101051,1.14,-0.49
2011-11-01,1101051,0.05,-0.66
2011-12-01,1101051,3.17,1.93
2012-01-01,1101051,15.98,6.84
2012-02-01,1101051,2.82,13.82
2012-03-01,1101051,1.28,0.61
2012-04-01,1101051,13.09,3.58
2012-05-01,1101051,17.92,16.01
2012-06-01,1101051,7.9,14.56
2012-07-01,1101051,4.38,5.12
2012-08-01,1101051,-4.61,2.23
2012-09-01,1101051,-6.9,2.61
2012-10-01,1101051,-2.2,-12.23
2012-11-01,1101051,-0.26,-0.06
2012-12-01,1101051,-2.12,2.02
2013-01-01,1101051,8.33,0.62
2013-02-01,1101051,1.36,5.47
2013-03-01,1101051,0.38,0.06
2013-04-01,1101051,7.76,2.96
2013-05-01,1101051,16.58,9.24
2013-06-01,1101051,-4.27,9.54
2013-07-01,1101051,0.6,-2.16
2013-08-01,1101051,-10.87,-2.44
2013-09-01,1101051,-19.73,-14.26
2013-10-01,1101051,-7.23,-17.44
2013-11-01,1101051,-1.98,-3.43
2013-12-01,1101051,-0.92,-3.76
2014-01-01,1101051,-6.1,1.16
2014-02-01,1101051,-0.16,-7.81
2014-03-01,1101051,-2.9,0.1
